phase,frame_ms,skin_ms,step_ms,graph_ms,path_ms,groups
"4 · Nâng bánh răng G",16.6654,7.5427,1.0441,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6739,7.5148,0.7900,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6621,7.6625,0.7685,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6659,7.8375,0.7868,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6669,7.5285,0.6912,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,7.5833,0.7746,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6674,7.5163,0.7254,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,7.6732,0.6869,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,7.5807,0.6951,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6666,7.6004,0.6769,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,7.6992,0.7374,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,7.6545,0.7140,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,7.8360,0.6994,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6653,8.0188,0.7061,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6688,8.0211,0.7998,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6666,8.1448,0.7948,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6672,8.4224,0.7455,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6641,8.3863,0.7262,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6667,8.2016,0.7516,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6686,8.4668,0.6696,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6660,8.0698,0.8265,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.0769,0.7008,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,7.7580,0.7761,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6658,8.2148,0.7022,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6677,8.2735,39.4059,38.1659,0.0000,2
"4 · Nâng bánh răng G",66.3395,8.1781,2.7824,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.1300,0.8218,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6671,8.6153,0.7644,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6658,8.1499,0.6696,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6909,8.6208,0.7856,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6621,8.5207,0.8238,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6663,8.2879,0.9566,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6681,8.3295,1.0618,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6674,8.2161,0.7909,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6653,8.5580,0.8693,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6666,8.7462,0.9285,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6682,8.9922,0.7313,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6669,9.1140,0.8059,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6651,9.1173,0.7308,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6680,9.2267,0.7733,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6658,8.9422,0.7075,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6657,9.2115,0.8439,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.6241,0.7392,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6674,8.6219,34.7938,33.7786,0.0000,2
"4 · Nâng bánh răng G",49.8932,8.7235,2.0930,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6667,8.7315,0.7704,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6658,8.8441,0.7495,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6874,9.0471,0.7599,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6734,8.8125,0.7354,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7449,8.8904,0.7122,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6658,8.8656,0.7811,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6665,8.3709,0.8301,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6669,8.2221,0.7980,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6682,8.3145,0.7331,0.0000,0.0000,2
"4 · Nâng bánh răng G",19.6298,8.2342,0.7495,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.9736,8.2932,0.6612,0.0000,0.0000,2
"4 · Nâng bánh răng G",17.0185,8.3574,0.7207,0.0000,0.0000,2
"4 · Nâng bánh răng G",17.0662,8.2459,0.6468,0.0000,0.0000,2
"4 · Nâng bánh răng G",17.1194,8.4020,0.7165,0.0000,0.0000,2
"4 · Nâng bánh răng G",17.1925,8.7872,0.9416,0.0000,0.0000,2
"4 · Nâng bánh răng G",28.7860,8.8347,1.2149,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,8.7110,35.3888,34.4876,0.0000,2
"4 · Nâng bánh răng G",49.3136,8.3063,1.9891,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7188,8.5903,0.7524,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.8394,8.3345,0.7890,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6763,8.2666,0.8215,0.0000,0.0000,2
"4 · Nâng bánh răng G",17.2596,8.3428,0.9129,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6671,8.2687,0.8887,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.3490,0.8699,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6661,8.3450,0.9273,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6890,8.3701,0.8139,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6675,8.2860,1.0385,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6647,8.7087,0.8173,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6687,8.4812,0.7825,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6654,8.8273,0.7510,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6666,8.7443,0.9000,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6682,8.7034,0.8303,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6663,8.8875,0.7957,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6649,8.9287,0.8332,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6687,8.9220,0.7513,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6666,9.0122,0.8274,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6688,9.0297,35.3807,34.5309,0.0000,2
"4 · Nâng bánh răng G",49.1097,9.2208,2.0384,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.9936,0.7491,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.8774,8.9701,0.6873,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.7429,0.6797,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6760,8.7499,0.6834,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,8.8272,0.6847,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6942,8.6225,0.7064,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6665,8.6786,0.6990,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.7789,0.6913,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6702,8.6940,0.6822,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6667,8.7903,0.7350,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.2595,0.6756,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6888,8.4085,0.6477,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6672,8.1141,0.7873,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6740,8.4103,0.6975,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6665,8.4339,0.7262,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6728,8.4164,0.7790,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6655,8.2696,0.6904,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6675,8.5490,35.7047,34.8689,0.0000,2
"4 · Nâng bánh răng G",49.7795,8.5038,2.0190,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.6287,0.7072,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7721,8.2601,0.7266,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6692,8.6748,0.7774,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7067,7.8316,0.7539,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7829,7.9947,0.7413,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6665,8.1912,0.7528,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6682,7.6324,0.6771,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6660,7.5475,0.8032,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6659,7.8820,0.6725,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,8.1738,0.7757,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6686,7.9569,0.6976,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6641,8.1049,0.6969,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6678,7.8794,0.7778,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,7.9823,0.7018,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.2141,0.7775,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,8.0367,0.6999,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,7.8872,0.7675,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6683,8.2154,1.5924,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6654,7.8667,36.9188,36.0463,0.0000,2
"4 · Nâng bánh răng G",49.6722,7.6820,2.0444,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.8215,7.6573,0.7580,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,7.4029,0.7188,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6673,8.3058,0.7129,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.7872,8.8777,0.7128,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6675,8.5897,0.7767,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6664,8.5480,0.7566,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.8199,0.7286,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6665,8.8937,0.6871,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6669,8.7321,0.6900,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6671,8.5736,0.7698,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6659,8.5963,0.7279,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6676,8.2306,0.7106,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6662,8.2580,0.7139,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6668,8.3084,0.7259,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6900,8.2089,0.7217,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6669,8.1910,0.8072,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6670,8.2135,0.7092,0.0000,0.0000,2
"4 · Nâng bánh răng G",16.6711,8.5302,36.1822,35.3856,0.0000,2
"5 · Chia B và C",49.6914,8.2670,37.1261,35.0522,0.6016,2
"5 · Chia B và C",67.3814,8.3146,3.0690,0.0000,0.0000,2
"5 · Chia B và C",16.6747,8.0876,0.9308,0.0000,0.0000,2
"5 · Chia B và C",16.6905,8.2590,0.9536,0.0000,0.0000,2
"5 · Chia B và C",16.6661,7.9101,0.9055,0.0000,0.0000,2
"5 · Chia B và C",16.6647,8.1619,0.9981,0.0000,0.0000,2
"5 · Chia B và C",16.6674,8.0215,0.9555,0.0000,0.0000,2
"5 · Chia B và C",16.6679,7.9682,0.8531,0.0000,0.0000,2
"5 · Chia B và C",16.6677,8.1460,0.9190,0.0000,0.0000,2
"5 · Chia B và C",16.6658,8.3772,0.8691,0.0000,0.0000,2
"5 · Chia B và C",16.6655,7.8561,1.0037,0.0000,0.0000,2
"5 · Chia B và C",16.6945,8.1476,1.2104,0.0000,0.0000,2
"5 · Chia B và C",16.6766,8.0520,0.8828,0.0000,0.0000,2
"5 · Chia B và C",16.6676,8.4639,0.8821,0.0000,0.0000,2
"5 · Chia B và C",16.6655,8.3794,0.9429,0.0000,0.0000,2
"5 · Chia B và C",16.6701,8.5872,0.8690,0.0000,0.0000,2
"5 · Chia B và C",16.6631,8.5708,0.8639,0.0000,0.0000,2
"5 · Chia B và C",16.6674,8.7626,0.9353,0.0000,0.0000,2
"5 · Chia B và C",16.6673,8.1877,0.8862,0.0000,0.0000,2
"5 · Chia B và C",16.6657,8.5392,0.9394,0.0000,0.0000,2
"5 · Chia B và C",16.6669,8.2933,1.1396,0.0000,0.0000,2
"5 · Chia B và C",16.6672,8.7517,1.0269,0.0000,0.0000,2
"5 · Chia B và C",16.6664,8.0125,0.9624,0.0000,0.0000,2
"5 · Chia B và C",16.6690,8.1490,0.9295,0.0000,0.0000,2
"5 · Chia B và C",16.6653,8.1356,0.9701,0.0000,0.0000,2
"5 · Chia B và C",16.6789,8.2916,1.1005,0.0000,0.0000,2
"5 · Chia B và C",16.6677,8.2111,0.9685,0.0000,0.0000,2
"5 · Chia B và C",16.6661,8.3768,0.9111,0.0000,0.0000,2
"5 · Chia B và C",16.6679,8.4107,0.8782,0.0000,0.0000,2
"5 · Chia B và C",16.6727,8.8108,0.9302,0.0000,0.0000,2
"5 · Chia B và C",16.6669,8.6291,1.0006,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.5613,1.0342,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.8595,0.9017,0.0000,0.0000,2
"5 · Chia B và C",16.6673,8.6566,1.0859,0.0000,0.0000,2
"5 · Chia B và C",16.6663,8.7008,1.0827,0.0000,0.0000,2
"5 · Chia B và C",16.6676,8.8584,0.9787,0.0000,0.0000,2
"5 · Chia B và C",16.6688,8.8434,0.9464,0.0000,0.0000,2
"5 · Chia B và C",16.6648,8.7828,0.9880,0.0000,0.0000,2
"5 · Chia B và C",16.6655,8.8017,0.9895,0.0000,0.0000,2
"5 · Chia B và C",16.6675,8.7463,1.0373,0.0000,0.0000,2
"5 · Chia B và C",16.6705,9.0558,1.1409,0.0000,0.0000,2
"5 · Chia B và C",16.6648,8.9527,0.9702,0.0000,0.0000,2
"5 · Chia B và C",16.6675,9.4829,0.9309,0.0000,0.0000,2
"5 · Chia B và C",16.7063,9.3594,1.0656,0.0000,0.0000,2
"5 · Chia B và C",16.6671,9.1533,0.8950,0.0000,0.0000,2
"5 · Chia B và C",16.6661,8.9869,1.1545,0.0000,0.0000,2
"5 · Chia B và C",16.6661,9.0660,1.0911,0.0000,0.0000,2
"5 · Chia B và C",16.6681,9.4397,1.1443,0.0000,0.0000,2
"5 · Chia B và C",16.6661,9.4096,1.1054,0.0000,0.0000,2
"5 · Chia B và C",16.6684,9.4347,1.1399,0.0000,0.0000,2
"5 · Chia B và C",16.6670,9.2175,1.0495,0.0000,0.0000,2
"5 · Chia B và C",16.7150,9.0392,1.0323,0.0000,0.0000,2
"5 · Chia B và C",16.7142,9.2962,0.8945,0.0000,0.0000,2
"5 · Chia B và C",16.6853,9.0869,1.0160,0.0000,0.0000,2
"5 · Chia B và C",16.6876,9.0651,0.9199,0.0000,0.0000,2
"5 · Chia B và C",16.6749,9.0811,1.1026,0.0000,0.0000,2
"5 · Chia B và C",16.6773,8.7315,1.0402,0.0000,0.0000,2
"5 · Chia B và C",16.7109,8.5580,0.9624,0.0000,0.0000,2
"5 · Chia B và C",16.6811,8.6387,0.9361,0.0000,0.0000,2
"5 · Chia B và C",16.6899,8.6338,1.0160,0.0000,0.0000,2
"5 · Chia B và C",16.6779,8.7687,0.9401,0.0000,0.0000,2
"5 · Chia B và C",16.6909,8.9130,0.9718,0.0000,0.0000,2
"5 · Chia B và C",16.6902,8.8521,1.0306,0.0000,0.0000,2
"5 · Chia B và C",16.6951,8.8164,1.1090,0.0000,0.0000,2
"5 · Chia B và C",16.6995,8.3142,1.1249,0.0000,0.0000,2
"5 · Chia B và C",16.7144,8.4532,0.9712,0.0000,0.0000,2
"5 · Chia B và C",16.6961,8.4067,0.9313,0.0000,0.0000,2
"5 · Chia B và C",16.7063,7.7946,0.9069,0.0000,0.0000,2
"5 · Chia B và C",16.7318,7.7382,1.1692,0.0000,0.0000,2
"5 · Chia B và C",16.7156,7.6510,1.0490,0.0000,0.0000,2
"5 · Chia B và C",16.7123,7.6694,1.0215,0.0000,0.0000,2
"5 · Chia B và C",16.7320,7.5937,0.9747,0.0000,0.0000,2
"5 · Chia B và C",16.7333,7.7146,0.9511,0.0000,0.0000,2
"5 · Chia B và C",16.8033,7.6208,0.9009,0.0000,0.0000,2
"5 · Chia B và C",16.7506,7.6755,0.9720,0.0000,0.0000,2
"5 · Chia B và C",16.8057,7.5675,0.9319,0.0000,0.0000,2
"5 · Chia B và C",16.7869,7.4188,0.9468,0.0000,0.0000,2
"5 · Chia B và C",16.8051,6.8599,0.8918,0.0000,0.0000,2
"5 · Chia B và C",16.8099,7.2071,0.9588,0.0000,0.0000,2
"5 · Chia B và C",16.8558,6.9704,0.8786,0.0000,0.0000,2
"5 · Chia B và C",16.8486,7.0073,0.8934,0.0000,0.0000,2
"5 · Chia B và C",16.8824,7.1191,0.8084,0.0000,0.0000,2
"5 · Chia B và C",16.9398,6.9563,0.7795,0.0000,0.0000,2
"5 · Chia B và C",16.9835,7.0297,0.7381,0.0000,0.0000,2
"5 · Chia B và C",17.0022,6.8094,0.7657,0.0000,0.0000,2
"5 · Chia B và C",17.0358,6.8707,0.7048,0.0000,0.0000,2
"5 · Chia B và C",16.6669,7.0097,0.7485,0.0000,0.0000,2
"5 · Chia B và C",17.1015,6.8346,0.7216,0.0000,0.0000,2
"5 · Chia B và C",16.8716,7.2067,0.7335,0.0000,0.0000,2
"5 · Chia B và C",17.1923,7.1707,1.0605,0.0000,0.0000,2
"5 · Chia B và C",28.6098,6.8562,1.2911,0.0000,0.0000,2
"5 · Chia B và C",16.6605,7.5395,0.9945,0.0000,0.0000,2
"5 · Chia B và C",16.6676,7.5139,1.0363,0.0000,0.0000,2
"5 · Chia B và C",16.6669,7.4317,0.9606,0.0000,0.0000,2
"5 · Chia B và C",16.6662,7.5360,1.0793,0.0000,0.0000,2
"5 · Chia B và C",16.6674,7.7505,0.9442,0.0000,0.0000,2
"5 · Chia B và C",16.6662,7.4378,1.0238,0.0000,0.0000,2
"5 · Chia B và C",16.6663,7.6240,1.0853,0.0000,0.0000,2
"5 · Chia B và C",16.6863,7.4518,1.0286,0.0000,0.0000,2
"5 · Chia B và C",16.6648,7.8271,1.1599,0.0000,0.0000,2
"5 · Chia B và C",16.6685,8.0399,0.9822,0.0000,0.0000,2
"5 · Chia B và C",16.6665,7.7460,1.1144,0.0000,0.0000,2
"5 · Chia B và C",16.6670,7.7824,1.0400,0.0000,0.0000,2
"5 · Chia B và C",16.6660,7.7859,0.9452,0.0000,0.0000,2
"5 · Chia B và C",16.6718,7.7594,1.0855,0.0000,0.0000,2
"5 · Chia B và C",16.6664,7.8001,1.0182,0.0000,0.0000,2
"5 · Chia B và C",16.6671,7.9429,0.9493,0.0000,0.0000,2
"5 · Chia B và C",16.6675,8.5488,0.9348,0.0000,0.0000,2
"5 · Chia B và C",16.6680,8.7011,1.0490,0.0000,0.0000,2
"5 · Chia B và C",16.6645,8.5365,1.0179,0.0000,0.0000,2
"5 · Chia B và C",16.6714,8.7985,1.0768,0.0000,0.0000,2
"5 · Chia B và C",16.6621,8.8944,0.9290,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.4769,1.1313,0.0000,0.0000,2
"5 · Chia B và C",16.6662,8.3766,0.9240,0.0000,0.0000,2
"5 · Chia B và C",16.6681,8.3694,0.9281,0.0000,0.0000,2
"5 · Chia B và C",16.6662,8.5166,0.8821,0.0000,0.0000,2
"5 · Chia B và C",16.6673,8.5660,0.8929,0.0000,0.0000,2
"5 · Chia B và C",16.6673,8.5203,0.9805,0.0000,0.0000,2
"5 · Chia B và C",16.6660,8.4296,0.9559,0.0000,0.0000,2
"5 · Chia B và C",16.6674,7.9601,0.8688,0.0000,0.0000,2
"5 · Chia B và C",16.6669,8.1618,1.0581,0.0000,0.0000,2
"5 · Chia B và C",16.6668,8.0351,0.9483,0.0000,0.0000,2
"5 · Chia B và C",16.7232,7.9693,0.9036,0.0000,0.0000,2
"5 · Chia B và C",16.6522,7.9699,0.9250,0.0000,0.0000,2
"5 · Chia B và C",16.6663,7.9744,0.9076,0.0000,0.0000,2
"5 · Chia B và C",16.6671,7.9311,0.9687,0.0000,0.0000,2
"5 · Chia B và C",16.6681,7.9389,0.9020,0.0000,0.0000,2
"5 · Chia B và C",16.6653,7.8420,0.9426,0.0000,0.0000,2
"5 · Chia B và C",16.6671,7.8265,1.0030,0.0000,0.0000,2
"5 · Chia B và C",16.6818,7.9081,0.9915,0.0000,0.0000,2
"5 · Chia B và C",16.6570,7.7083,0.9513,0.0000,0.0000,2
"5 · Chia B và C",16.6668,7.2796,0.9363,0.0000,0.0000,2
"5 · Chia B và C",16.6683,7.4441,0.9409,0.0000,0.0000,2
"5 · Chia B và C",16.6663,7.2773,1.0635,0.0000,0.0000,2
"5 · Chia B và C",16.6667,7.4764,1.3140,0.0000,0.0000,2
"5 · Chia B và C",16.6665,7.3845,1.0272,0.0000,0.0000,2
"5 · Chia B và C",16.6669,7.6039,1.0882,0.0000,0.0000,2
"5 · Chia B và C",16.6671,7.4281,1.0133,0.0000,0.0000,2
"5 · Chia B và C",16.6755,7.5649,0.9341,0.0000,0.0000,2
"5 · Chia B và C",16.6690,7.6185,1.0342,0.0000,0.0000,2
"5 · Chia B và C",16.6654,7.6175,1.1694,0.0000,0.0000,2
"5 · Chia B và C",16.6664,7.5194,0.9806,0.0000,0.0000,2
"5 · Chia B và C",16.6677,7.6008,0.9076,0.0000,0.0000,2
"5 · Chia B và C",16.6676,7.7584,0.9403,0.0000,0.0000,2
"5 · Chia B và C",16.6658,7.9017,0.9852,0.0000,0.0000,2
"5 · Chia B và C",16.6683,8.1870,0.9992,0.0000,0.0000,2
"5 · Chia B và C",16.6991,7.9096,1.1549,0.0000,0.0000,2
"5 · Chia B và C",16.6730,7.7913,1.0152,0.0000,0.0000,2
"5 · Chia B và C",16.6743,7.9560,0.9413,0.0000,0.0000,2
"5 · Chia B và C",16.6597,8.0480,1.1066,0.0000,0.0000,2
"5 · Chia B và C",16.6666,7.8341,1.0527,0.0000,0.0000,2
"5 · Chia B và C",16.6665,8.1758,1.0734,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.2404,1.1290,0.0000,0.0000,2
"5 · Chia B và C",16.6675,8.3711,0.9082,0.0000,0.0000,2
"5 · Chia B và C",16.6725,8.7731,1.0061,0.0000,0.0000,2
"5 · Chia B và C",16.6703,8.5124,1.0600,0.0000,0.0000,2
"5 · Chia B và C",16.6661,8.5454,0.8644,0.0000,0.0000,2
"5 · Chia B và C",16.6679,8.6451,1.0913,0.0000,0.0000,2
"5 · Chia B và C",16.6664,8.4901,1.0010,0.0000,0.0000,2
"5 · Chia B và C",16.6666,8.6378,0.9059,0.0000,0.0000,2
"5 · Chia B và C",16.6669,8.5889,0.9946,0.0000,0.0000,2
"5 · Chia B và C",16.6662,8.4909,0.8936,0.0000,0.0000,2
"5 · Chia B và C",16.6686,8.6505,0.9481,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.7069,0.9434,0.0000,0.0000,2
"5 · Chia B và C",16.6674,8.5608,1.1985,0.0000,0.0000,2
"5 · Chia B và C",16.6848,8.6125,1.1149,0.0000,0.0000,2
"5 · Chia B và C",16.6667,8.8447,0.9644,0.0000,0.0000,2
"5 · Chia B và C",16.6660,8.6685,0.9730,0.0000,0.0000,2
"5 · Chia B và C",16.6687,8.8035,0.9616,0.0000,0.0000,2
"5 · Chia B và C",16.7073,8.6538,1.0142,0.0000,0.0000,2
"5 · Chia B và C",16.6661,8.7010,1.0167,0.0000,0.0000,2
"5 · Chia B và C",16.6709,8.6149,1.0832,0.0000,0.0000,2
"5 · Chia B và C",16.6625,8.6133,1.0374,0.0000,0.0000,2
"5 · Chia B và C",16.6669,8.5482,0.9221,0.0000,0.0000,2
"5 · Chia B và C",16.6680,8.4972,1.0290,0.0000,0.0000,2
"5 · Chia B và C",16.6673,8.3835,0.9962,0.0000,0.0000,2
"5 · Chia B và C",16.6661,8.4471,0.9630,0.0000,0.0000,2
"5 · Chia B và C",16.6658,8.0628,0.9954,0.0000,0.0000,2
"5 · Chia B và C",16.6812,8.0646,0.9221,0.0000,0.0000,2
"5 · Chia B và C",16.6654,7.9997,1.0326,0.0000,0.0000,2
"5 · Chia B và C",16.6696,7.8362,1.0471,0.0000,0.0000,2
"5 · Chia B và C",16.6637,7.8549,1.0777,0.0000,0.0000,2
"5 · Chia B và C",16.7184,7.8253,1.1211,0.0000,0.0000,2
"5 · Chia B và C",16.6664,7.5763,1.0645,0.0000,0.0000,2
"5 · Chia B và C",16.7609,7.6243,0.9636,0.0000,0.0000,2
"5 · Chia B và C",16.6946,7.1797,0.9521,0.0000,0.0000,2
"5 · Chia B và C",16.6709,6.8828,0.9575,0.0000,0.0000,2
"5 · Chia B và C",16.6668,7.2621,1.0770,0.0000,0.0000,2
"5 · Chia B và C",16.6741,7.0729,1.0282,0.0000,0.0000,2
"5 · Chia B và C",16.6734,7.0203,1.1683,0.0000,0.0000,2
"5 · Chia B và C",16.7102,7.0643,1.1608,0.0000,0.0000,2
"5 · Chia B và C",16.7423,7.2103,1.1997,0.0000,0.0000,2
"5 · Chia B và C",16.6940,7.5299,1.0650,0.0000,0.0000,2
"5 · Chia B và C",16.6857,7.3955,1.0572,0.0000,0.0000,2
"5 · Chia B và C",16.7593,7.3947,1.1463,0.0000,0.0000,2
"5 · Chia B và C",16.7341,7.7507,1.1847,0.0000,0.0000,2
"5 · Chia B và C",16.7276,7.6047,1.0631,0.0000,0.0000,2
"5 · Chia B và C",16.7223,7.4601,1.0484,0.0000,0.0000,2
"5 · Chia B và C",16.7318,7.6206,1.2967,0.0000,0.0000,2
"5 · Chia B và C",16.7516,7.4188,1.4614,0.0000,0.0000,3
"5 · Chia B và C",16.6685,7.2556,1.4073,0.0000,0.0000,3
"5 · Chia B và C",16.6643,7.0765,0.8490,0.0000,0.0000,3
"5 · Chia B và C",16.7504,7.4925,0.8806,0.0000,0.0000,3
"5 · Chia B và C",16.8138,7.1812,0.9940,0.0000,0.0000,3
"5 · Chia B và C",16.7799,7.6013,0.8995,0.0000,0.0000,3
"5 · Chia B và C",16.8076,7.3060,0.9209,0.0000,0.0000,3
"5 · Chia B và C",16.8138,7.2290,0.8573,0.0000,0.0000,3
"5 · Chia B và C",16.8415,7.3868,0.8905,0.0000,0.0000,3
"5 · Chia B và C",16.8545,7.7411,0.7782,0.0000,0.0000,3
"5 · Chia B và C",16.8896,7.5246,0.7639,0.0000,0.0000,3
"5 · Chia B và C",16.9185,7.4997,0.7211,0.0000,0.0000,3
"5 · Chia B và C",16.9623,7.3785,0.7240,0.0000,0.0000,3
