phase,frame_ms,skin_ms,step_ms,graph_ms,path_ms,groups
3 · Phần lớn qua ống,16.6925,8.3939,0.8338,0.0000,0.0000,2
3 · Phần lớn qua ống,16.8007,8.3744,0.9138,0.0000,0.0000,2
3 · Phần lớn qua ống,16.8218,8.5633,0.8178,0.0000,0.0000,2
3 · Phần lớn qua ống,16.8364,8.5092,0.8125,0.0000,0.0000,2
3 · Phần lớn qua ống,16.8778,8.2982,1.0570,0.0000,0.0000,2
3 · Phần lớn qua ống,16.9272,8.4874,0.8304,0.0000,0.0000,2
3 · Phần lớn qua ống,16.9266,8.2353,0.9116,0.0000,0.0000,2
3 · Phần lớn qua ống,16.9727,7.7789,0.7998,0.0000,0.0000,2
3 · Phần lớn qua ống,16.9992,7.8544,0.8305,0.0000,0.0000,2
3 · Phần lớn qua ống,17.0485,7.7615,1.0179,0.0000,0.0000,2
3 · Phần lớn qua ống,17.1020,7.8543,0.8976,0.0000,0.0000,2
3 · Phần lớn qua ống,17.1732,7.8670,0.8026,0.0000,0.0000,2
3 · Phần lớn qua ống,17.2310,7.8505,0.8204,0.0000,0.0000,2
3 · Phần lớn qua ống,27.7218,7.9275,1.2969,0.0000,0.0000,2
3 · Phần lớn qua ống,16.9553,7.6396,0.8403,0.0000,0.0000,2
3 · Phần lớn qua ống,16.7491,7.4131,1.0622,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6660,7.6187,0.9562,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6782,7.8674,0.9399,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6554,7.5607,0.9524,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6672,7.6255,1.0391,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6640,7.4920,0.7904,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6679,7.5226,0.7897,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6653,7.6191,0.7896,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6747,7.6609,0.8311,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6666,7.7237,0.8546,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6652,7.5673,0.7971,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6661,8.3925,0.8793,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6677,8.5695,0.8435,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6666,8.5868,0.8500,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6679,8.4061,0.9568,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6657,8.3584,0.9099,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6662,8.1931,0.8051,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6665,8.5500,0.8509,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6680,8.3860,0.9612,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6663,8.2215,0.8223,0.0000,0.0000,2
3 · Phần lớn qua ống,16.6680,8.3175,0.8757,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,9.0032,0.8218,236.0380,1.3717,2
4 · Nâng bánh răng G,266.8555,8.5363,4.7464,0.0000,0.0000,2
4 · Nâng bánh răng G,33.4398,8.3725,1.6556,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.3909,0.8683,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,8.3936,0.8489,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6674,8.5614,0.8690,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6655,8.3776,0.9019,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6746,8.3137,0.8871,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6648,8.5336,0.8022,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.5569,0.8508,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6836,8.7320,0.8545,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6678,8.4599,0.8159,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,8.7780,0.8694,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6713,8.4937,0.8799,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6648,8.3742,0.8541,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.3977,0.8620,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.3543,0.8762,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6658,8.4104,0.8431,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6679,8.9788,0.8538,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,8.6330,0.9164,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6755,8.9543,0.8235,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6674,8.8328,1.1232,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.7332,0.9121,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,8.8433,0.8061,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6671,8.9007,0.8148,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6677,8.8357,0.8685,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,8.9145,0.9026,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,8.8955,0.8416,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6715,8.8681,0.7823,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,8.7617,0.9188,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,8.4944,0.8321,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6918,8.2791,0.8444,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,7.9863,0.8037,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6700,7.9221,0.8461,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6738,8.4042,0.8429,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6713,7.7985,1.1480,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6698,8.1989,0.8113,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6643,7.8001,1.0680,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,7.7712,0.9036,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,7.6442,0.8194,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6648,7.3711,0.7854,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,7.5112,0.7895,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,7.5067,0.9148,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,7.6178,0.8723,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,7.5716,0.7853,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,7.6259,0.8141,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,7.7267,0.8704,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6967,7.2230,1.1307,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6662,7.3489,0.9061,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6682,7.7514,1.0200,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6975,7.7912,0.8339,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,7.6758,0.9549,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,7.7355,0.8393,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,7.4428,0.8946,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7125,7.4412,0.8499,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6648,8.1970,0.8360,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6799,8.1484,0.7927,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,7.9314,0.8864,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6784,8.2522,0.8114,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6683,7.6270,1.0302,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6659,7.5554,0.8294,0.0000,0.0000,2
4 · Nâng bánh răng G,17.3605,7.5731,1.2272,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7414,7.6221,0.7729,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7438,7.7303,0.7974,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7727,8.1330,0.7951,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7966,7.9794,0.8001,0.0000,0.0000,2
4 · Nâng bánh răng G,16.8175,7.7648,0.8050,0.0000,0.0000,2
4 · Nâng bánh răng G,16.8210,7.4920,0.8342,0.0000,0.0000,2
4 · Nâng bánh răng G,16.8596,7.9315,0.8289,0.0000,0.0000,2
4 · Nâng bánh răng G,16.8696,7.9449,0.8834,0.0000,0.0000,2
4 · Nâng bánh răng G,16.9434,7.6953,0.8402,0.0000,0.0000,2
4 · Nâng bánh răng G,16.9396,7.3800,0.7877,0.0000,0.0000,2
4 · Nâng bánh răng G,16.9623,7.5735,0.7850,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7395,7.7241,0.8391,0.0000,0.0000,2
4 · Nâng bánh răng G,16.9152,9.1660,1.0039,0.0000,0.0000,2
4 · Nâng bánh răng G,17.0885,9.2661,0.9117,0.0000,0.0000,2
4 · Nâng bánh răng G,29.7044,8.4985,1.2134,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,8.9957,0.9703,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6683,9.5297,1.0436,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6638,9.4894,0.9866,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6760,8.4231,0.9185,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6695,8.6119,0.7977,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,8.5782,0.8348,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.9498,0.8223,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,8.8561,0.9836,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6734,8.3194,0.9811,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,8.1539,0.8218,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,8.1889,0.9553,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,8.1627,0.8501,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,7.9314,0.7611,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,7.9701,0.8455,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6676,8.1316,0.8511,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,8.3202,0.9166,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,7.8830,0.8613,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,8.3236,1.0977,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6647,7.9555,0.8952,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6691,7.9264,0.8724,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6649,7.8139,0.9132,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6672,7.8663,0.8565,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,8.1222,0.8683,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,7.6144,0.8985,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,7.9689,0.7961,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,7.8495,0.8669,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6726,7.6545,0.9716,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6687,7.5267,0.9000,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6638,8.0360,0.9212,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,7.9154,0.8908,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6677,8.1086,0.9143,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6647,8.2714,1.1096,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,8.4145,0.8577,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6655,8.5372,0.8666,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6683,8.6058,0.9463,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.8748,1.0331,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,8.8081,0.8430,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6696,8.8787,0.9021,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6636,8.5586,0.7944,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6811,8.7608,1.0100,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6654,8.8735,0.8828,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6656,8.8229,0.9866,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,8.6425,0.9358,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.5726,1.1897,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,8.3477,0.8979,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6700,8.3930,0.9670,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,8.1882,0.8960,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,8.0987,0.9597,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,8.1789,0.8937,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,8.2865,0.9221,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,8.3754,0.8763,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6659,8.2120,0.8575,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,8.2476,0.9151,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,7.8400,0.9572,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6671,7.4532,0.9291,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6829,7.4830,0.9300,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,7.8535,0.9088,471.2015,0.2966,2
4 · Nâng bánh răng G,499.8557,8.0400,246.2065,241.2811,0.0000,2
4 · Nâng bánh răng G,266.4027,7.8177,4.0926,0.0000,0.0000,2
4 · Nâng bánh răng G,33.6906,7.5809,1.3343,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6684,7.5321,0.6965,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,7.4338,0.7330,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6672,7.5339,0.6966,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,7.9272,0.7324,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6831,7.7274,0.6985,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6667,8.2480,0.7566,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,8.2710,0.7252,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6650,8.3200,0.7907,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.3830,0.6589,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.1987,0.7302,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,8.4369,0.6642,0.0000,0.0000,2
4 · Nâng bánh răng G,17.7408,8.4652,233.0045,231.7833,0.0000,2
4 · Nâng bánh răng G,248.1703,8.6907,3.9537,0.0000,0.0000,2
4 · Nâng bánh răng G,33.6974,8.7186,1.3250,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6659,8.8178,0.7012,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6672,8.8291,0.7230,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6765,9.0729,0.8949,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6578,8.9843,1.0179,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6654,8.9495,1.2743,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,8.7015,0.9446,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6676,8.8925,0.7425,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6635,9.0173,0.9078,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6678,8.7942,0.8066,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.7447,0.8310,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7728,8.5397,0.8934,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6646,8.6308,0.9729,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6674,7.2784,237.5979,236.6823,0.0000,2
4 · Nâng bánh răng G,249.4680,8.3389,3.9424,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6674,8.3339,0.7659,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6812,8.2112,0.6743,0.0000,0.0000,2
4 · Nâng bánh răng G,17.1581,7.9625,0.8528,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,8.3303,0.8721,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,8.4940,0.8325,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,8.5160,0.6608,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6684,8.5411,0.7921,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6641,8.8520,0.6727,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6678,8.5274,0.7381,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6655,8.6674,0.6962,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6702,8.5122,0.9668,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6646,8.5112,0.9685,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,8.5090,0.9338,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6682,8.6626,0.7364,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6734,7.9758,0.8123,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6590,8.2189,237.5419,236.5106,0.0000,2
4 · Nâng bánh răng G,249.4464,8.4327,3.6065,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6671,7.8955,0.7091,0.0000,0.0000,2
4 · Nâng bánh răng G,17.2438,7.8163,0.7630,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,8.2158,0.7231,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.2455,0.6711,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,8.2900,0.7759,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6677,8.1736,0.8152,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6672,8.3827,0.7974,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,8.5077,0.8275,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6658,8.2728,0.6721,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6692,8.2982,0.7127,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6645,8.1167,0.7163,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.1589,0.6804,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.4231,0.7185,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6659,8.0065,0.7167,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,8.4699,237.5049,236.7947,0.0000,2
4 · Nâng bánh răng G,249.3879,8.1611,3.5831,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6667,8.5626,0.6397,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7506,8.4089,0.8174,0.0000,0.0000,2
4 · Nâng bánh răng G,17.0733,8.8754,0.7326,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6690,8.8928,0.7710,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6653,8.7455,0.6792,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6711,9.1835,0.6864,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.8268,0.7573,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6667,9.3523,0.8669,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,9.1583,0.6530,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6662,8.9252,0.6443,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6665,9.1906,0.6863,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,9.2505,0.8034,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,9.3395,0.7421,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,9.2037,0.7969,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6675,9.2515,0.7678,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6648,9.8254,237.3770,236.5509,0.0000,2
4 · Nâng bánh răng G,249.3795,9.0742,3.4620,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6739,8.9712,0.7891,0.0000,0.0000,2
4 · Nâng bánh răng G,17.3170,8.7852,0.7152,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6657,8.5093,0.6769,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,8.5663,0.6991,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6702,8.8011,0.6546,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6636,8.5783,0.7050,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,8.3817,0.8557,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6676,8.3703,0.6803,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6660,8.4185,0.6282,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6685,8.2498,0.7133,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6653,8.2885,0.7153,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,8.5695,0.7494,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,8.3257,0.6959,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6714,8.2682,0.6704,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6764,8.3921,237.2229,236.4384,0.0000,2
4 · Nâng bánh răng G,249.5376,8.4990,3.7322,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,8.3490,0.6909,0.0000,0.0000,2
4 · Nâng bánh răng G,17.0695,8.2458,0.7994,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6652,8.0751,0.7714,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,7.8313,0.9141,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6671,7.8232,0.9527,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6672,8.0028,0.8553,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6666,8.0900,1.0681,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6673,7.9500,0.7834,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6664,7.8949,1.5177,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,7.9850,0.8184,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7225,7.8679,1.0034,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6613,7.8885,1.0782,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,7.7629,0.6445,0.0000,0.0000,2
4 · Nâng bánh răng G,16.7004,7.8825,0.7224,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6642,7.8072,0.6972,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6680,7.5778,236.8018,235.9202,0.0000,2
4 · Nâng bánh răng G,249.6818,7.3926,3.7088,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6663,7.2999,0.7489,0.0000,0.0000,2
4 · Nâng bánh răng G,17.1257,7.3413,0.7771,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6674,8.1130,0.7101,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6662,8.1585,0.9376,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6670,8.0268,0.7648,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6661,8.2195,0.7371,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6678,8.1387,0.7728,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6669,8.2012,0.7240,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6658,8.7283,0.7498,0.0000,0.0000,2
4 · Nâng bánh răng G,16.6668,8.2367,0.7609,0.0000,0.0000,2
5 · Chia B và C,16.6673,8.4808,0.7683,471.8988,2.1853,2
5 · Chia B và C,500.1774,7.9803,240.3274,235.3622,0.0000,2
5 · Chia B và C,266.1005,8.4292,4.3865,0.0000,0.0000,2
5 · Chia B và C,33.8915,8.5180,1.6077,0.0000,0.0000,2
5 · Chia B và C,16.6675,8.2781,0.9308,0.0000,0.0000,2
5 · Chia B và C,16.6665,8.3984,1.0122,0.0000,0.0000,2
5 · Chia B và C,16.6666,8.9292,0.8715,0.0000,0.0000,2
5 · Chia B và C,16.6665,8.3329,0.8717,0.0000,0.0000,2
5 · Chia B và C,16.6667,8.2527,0.8797,0.0000,0.0000,2
5 · Chia B và C,16.6680,8.0309,0.8263,0.0000,0.0000,2
5 · Chia B và C,16.6667,8.3796,0.8964,0.0000,0.0000,2
5 · Chia B và C,16.6663,8.2355,0.8784,0.0000,0.0000,2
5 · Chia B và C,16.6673,7.7995,0.9213,0.0000,0.0000,2
5 · Chia B và C,16.6671,8.1236,0.9363,0.0000,0.0000,2
5 · Chia B và C,16.6659,8.0263,0.8884,0.0000,0.0000,2
5 · Chia B và C,16.6662,7.9186,0.8874,0.0000,0.0000,2
5 · Chia B và C,16.6679,7.8908,0.9236,0.0000,0.0000,2
5 · Chia B và C,16.6663,7.9220,0.9232,0.0000,0.0000,2
5 · Chia B và C,16.6675,8.3139,0.9242,0.0000,0.0000,2
5 · Chia B và C,16.6738,7.5580,0.9040,0.0000,0.0000,2
5 · Chia B và C,16.6655,7.4345,0.9182,0.0000,0.0000,2
5 · Chia B và C,16.6657,7.5093,0.9053,0.0000,0.0000,2
5 · Chia B và C,16.6670,7.3982,0.9343,0.0000,0.0000,2
5 · Chia B và C,16.6670,7.4283,0.8668,0.0000,0.0000,2
5 · Chia B và C,16.6677,7.5217,0.8841,0.0000,0.0000,2
5 · Chia B và C,16.6738,7.4539,0.9319,0.0000,0.0000,2
5 · Chia B và C,16.6672,7.5977,1.0005,0.0000,0.0000,2
5 · Chia B và C,16.6659,7.6981,0.9039,0.0000,0.0000,2
5 · Chia B và C,16.6669,7.5026,0.9416,0.0000,0.0000,2
5 · Chia B và C,16.6668,8.0745,0.9449,0.0000,0.0000,2
5 · Chia B và C,16.6661,8.1898,0.8901,0.0000,0.0000,2
5 · Chia B và C,16.6677,7.6095,0.9054,0.0000,0.0000,2
5 · Chia B và C,16.6660,7.7588,0.9206,0.0000,0.0000,2
5 · Chia B và C,16.6666,7.5194,0.8891,0.0000,0.0000,2
5 · Chia B và C,16.6678,7.7308,0.8783,0.0000,0.0000,2
5 · Chia B và C,16.6661,7.7356,0.8726,0.0000,0.0000,2
5 · Chia B và C,16.6662,7.8601,0.9435,0.0000,0.0000,2
5 · Chia B và C,16.6667,7.7861,1.0358,0.0000,0.0000,2
5 · Chia B và C,16.6665,8.3829,0.9172,0.0000,0.0000,2
5 · Chia B và C,16.6670,8.3193,0.8887,0.0000,0.0000,2
5 · Chia B và C,16.6672,8.4031,0.8741,0.0000,0.0000,2
5 · Chia B và C,16.6670,8.2464,0.9324,0.0000,0.0000,2
5 · Chia B và C,16.6655,8.2453,0.8955,0.0000,0.0000,2
5 · Chia B và C,16.6679,8.1449,0.8506,0.0000,0.0000,2
5 · Chia B và C,16.6662,8.0238,0.9512,0.0000,0.0000,2
5 · Chia B và C,16.6670,7.9274,0.9903,0.0000,0.0000,2
5 · Chia B và C,16.6671,7.9262,0.8785,0.0000,0.0000,2
5 · Chia B và C,16.6677,7.9854,0.8722,0.0000,0.0000,2
5 · Chia B và C,16.6669,7.8013,0.9015,0.0000,0.0000,2
5 · Chia B và C,16.6655,8.5644,0.8862,0.0000,0.0000,2
5 · Chia B và C,16.6666,8.5889,0.9645,0.0000,0.0000,2
